ind,max_pcc,run_ID
156,0.0,71612
11,0.9546731771349634,51369
57,0.9563431830117027,63893
97,0.9661735491247452,66977
200,0.9794210081695296,76652
153,0.980879094099516,71473
198,0.9846892486159087,75820
113,0.9853623604840769,68377
124,0.9873722246272686,68526
0,0.9893688679342808,35780
59,0.9896975578323729,63895
205,0.9910700380342099,76791
73,0.9911577776513298,65439
50,0.9915499052560632,57568
15,0.9928726586278332,52767
16,0.9931391935098686,52784
6,0.993239726262825,49694
22,0.9936138005887655,52923
49,0.9936630237910861,57565
130,0.9942512486355358,69640
189,0.994762917524792,74424
165,0.9948855486838016,71628
14,0.99509128682142,51384
77,0.9951606252102114,65446
177,0.9953507597817539,73019
32,0.995396808815177,56011
67,0.9957874706747474,65424
39,0.9958412444164898,56027
74,0.996036805482442,65440
136,0.9961147921439947,69915
38,0.9962943681107664,56023
115,0.996479033378483,68379
28,0.9965790089449881,54322
61,0.9966906135766032,65160
1,0.9967498430309419,37318
84,0.9967867380497664,66831
47,0.9968292135335701,57421
105,0.9968813764948062,68237
42,0.9969470692008044,57126
54,0.9969828142877393,63886
24,0.9971337280442595,52927
90,0.9972211434868038,66963
91,0.9973007105345392,66967
134,0.9973123958034865,69777
203,0.9974334781419714,76786
163,0.9975181252571725,71626
149,0.9975720504563954,71461
13,0.9975753915869072,51383
48,0.9976464583628122,57425
114,0.9976649557042213,68378
60,0.9976986346177638,63899
96,0.997759134029437,66975
107,0.9977839006838972,68362
2,0.9978661970731546,40417
23,0.9979321182150729,52926
197,0.9980860556394311,75673
135,0.9981217729316579,69782
174,0.9982498244043769,73012
186,0.9982587318277706,73988
86,0.998321863792194,66833
118,0.9983437036706151,68513
123,0.9983449799847742,68522
56,0.9984446882946734,63890
138,0.9984853624387009,69921
157,0.99853191521049,71615
154,0.9985371102756743,71608
95,0.9985442210598081,66974
88,0.9985557144568089,66958
192,0.998588353349304,75251
161,0.9985917529556078,71621
176,0.9985929824317469,73016
119,0.9986107908306027,68514
53,0.9986117156907266,63756
34,0.9986211267613959,56016
69,0.9986249896413305,65429
159,0.9986310072941699,71617
85,0.9986488021937154,66832
75,0.9986499675017411,65441
101,0.998673339728019,68101
81,0.9987155117887371,66824
80,0.9987205674610492,66698
37,0.9987218494790778,56022
131,0.9987221692612739,69766
152,0.998734654234158,71472
102,0.9987504637241249,68228
29,0.9987843157583798,54471
187,0.9987954268012563,74416
44,0.9988501562741328,57415
27,0.9988580965046396,54321
17,0.9988673177968551,52914
25,0.9989141645894288,54188
184,0.9989363094348775,73978
52,0.9989389466775137,58820
7,0.9989411428656036,49846
5,0.9989639867324224,41968
106,0.9989738737334505,68241
109,0.9989955935837067,68367
10,0.9990455326389995,51233
63,0.9990538001688838,65293
132,0.9990541286058447,69771
4,0.9990564778665825,40423
148,0.9991215410975296,71322
147,0.9991234176109225,71179
9,0.9991457414294087,51228
64,0.9991634695364977,65294
179,0.9991727594184416,73584
142,0.9992128978166227,71040
168,0.9992149171094722,72444
45,0.9992232059805246,57416
19,0.999223771953485,52918
55,0.9992710909207893,63889
117,0.9992721228431778,68511
98,0.999282390399364,66979
116,0.9993376952330577,68381
68,0.9993478021826973,65428
8,0.9993896159606127,49849
18,0.9993960066481624,52917
62,0.9994017853722605,65290
58,0.9994097157056188,63894
120,0.9994119854894972,68517
12,0.9994139587827959,51380
70,0.9994304559066358,65433
65,0.9994355019496178,65297
89,0.9994355231407597,66962
31,0.9994429544001875,56008
82,0.9994626018631891,66827
20,0.9994681434814238,52921
94,0.9994721643032473,66973
155,0.9994794996841176,71611
122,0.9994824363331791,68521
172,0.9994839008962121,72578
71,0.9995034495580044,65434
66,0.9995184531475401,65298
26,0.999524779997706,54318
137,0.9995289986439929,69918
121,0.9995312523528919,68518
108,0.9995376254599532,68366
92,0.9995423748688717,66968
83,0.9995437262703345,66828
21,0.9995444362244728,52922
160,0.9995450034341182,71620
170,0.999552317408931,72570
43,0.9995533940326636,57412
33,0.9995585398516612,56012
76,0.9995636014623549,65443
99,0.9995666515000773,66980
87,0.9995676549724037,66837
72,0.9995687639068038,65435
103,0.9995706965702948,68232
175,0.999574682394006,73015
191,0.999581202815025,75248
78,0.9995838796844738,66694
158,0.999586505301307,71616
110,0.9995866235513421,68371
93,0.999604094839578,66969
36,0.9996076641345153,56021
164,0.9996109935872939,71627
199,0.9996171873950772,76522
3,0.999643026771501,40422
178,0.9996446204421185,73020
111,0.9996453042808374,68372
35,0.999645561933957,56017
40,0.9996639603742863,56028
46,0.999664545417348,57420
162,0.9996669072683894,71622
104,0.9996693475571136,68236
202,0.9996789085773368,76660
133,0.9996825572751314,69776
188,0.9996828666688286,74420
79,0.9996841958757126,66697
150,0.9996912198202978,71466
128,0.9996918271644685,69632
112,0.9996951973990122,68373
185,0.9997069488070595,73983
41,0.9997112520831081,56029
146,0.9997269599051855,71175
144,0.9997328731500471,71170
151,0.9997361828868668,71467
30,0.9997667314428116,55722
129,0.9997914420547969,69636
100,0.9998277778122299,68098
127,0.9999195529643569,69505
126,0.999923976698188,69502
145,0.9999243256808844,71174
143,0.9999279153962216,71166
204,0.9999384078000816,76790
173,0.9999385665682573,72579
141,0.9999388328124151,71039
193,0.9999398064581891,75252
171,0.9999398918623467,72574
51,0.9999399946734697,58530
140,0.9999405386108741,71036
139,0.9999885202844001,70906
169,0.9999891026115542,72448
125,0.9999891180880972,69372
201,0.9999893775270658,76656
167,0.9999895515345408,72440
166,0.9999974205132396,72310
183,0.9999978461568813,73852
182,0.9999979003770704,73848
181,0.9999979348296433,73844
195,0.9999992380849342,75386
196,0.9999992401075307,75387
194,0.9999992564184522,75382
180,0.9999994900940967,73714
190,0.9999999681092242,75118
