ind,max_pcc,run_ID
3375,0.0,71612
2612,0.8850278638929119,63881
4176,0.9237237846154142,81584
5,0.9466937136138337,16823
4891,0.9506997746677168,88029
4165,0.9597256673481567,81063
5380,0.9624938141310709,92977
2631,0.9682965664043053,63907
2548,0.9711568716966295,63167
2613,0.9715183333997093,63883
1027,0.9732392953706358,42388
5252,0.9779758953048824,91279
1486,0.9783109563438843,49869
2519,0.9785732015577767,61349
428,0.9798108338718119,32731
4036,0.9808060213845271,79503
1466,0.9823194378901922,49839
4984,0.9838371200895993,88779
1233,0.9841780197139486,44780
4636,0.9846648730311984,85663
4189,0.9847671344496687,81733
37,0.9851800627441254,18675
4296,0.9852412046336568,82554
364,0.9855330998912636,30012
4119,0.9861452899921955,80885
1545,0.9863499505680227,51109
278,0.9866215357975563,26807
3038,0.987812056830149,68511
4605,0.9881399478758274,85380
4247,0.9883717736084746,82287
1749,0.9883772997301127,53330
3680,0.9889087647321942,74279
4823,0.9890203316258743,87229
4455,0.9892781286160902,83984
4307,0.9894882944900573,82573
3063,0.989801782051386,68927
1376,0.9900174456645147,48289
2686,0.9902796254669964,65160
4472,0.9902898958580738,84126
10,0.9907017241616759,17115
1743,0.9911716966398086,52934
3837,0.9913549840403554,75838
1291,0.9913665101460177,45735
4175,0.9914686876659883,81581
42,0.9917571068852195,19634
1340,0.9917631348926507,47733
2186,0.9917986689425258,57587
4032,0.9918687521172543,79498
5365,0.9921379287169179,92821
1580,0.9921820862972651,51358
2856,0.9922072511651474,66828
3953,0.9924169376977011,78777
409,0.9924475958481702,32695
1868,0.9924609587742991,54335
14,0.9924968393412522,17121
4071,0.9925906859354877,80471
2007,0.99260053305103,55736
415,0.9927625504580606,32709
3970,0.9929821316548852,79065
4727,0.9930601910863355,86614
378,0.9931110474964833,30294
1479,0.9931234541199273,49857
2757,0.9931827246955072,65970
3369,0.9931922375401347,71473
4458,0.9932647515646643,83990
38,0.993626669737176,18678
630,0.993643650588866,37072
505,0.9936782885029906,35376
3704,0.9936889102337063,74575
121,0.993691469918103,21748
1385,0.9937015891145428,48304
2157,0.9937280051598786,57412
1587,0.9937888756964317,51374
1128,0.9939612333510612,43527
1473,0.9939669813480879,49849
5055,0.9940651027733634,89450
632,0.9940808389048077,37167
2,0.9940966688932054,7697
1234,0.9941646306295879,44782
3639,0.9943105820044912,73977
1931,0.9944093770109312,55303
32,0.9944094968998377,18665
4726,0.9944138487124661,86525
4043,0.9945135938980296,79512
2635,0.9945623766046262,63914
1346,0.9945984988963039,47874
1450,0.9947206299830764,49710
2020,0.9947401364837476,56011
3095,0.994755288119652,69350
4136,0.994776987740454,80908
4026,0.9948747244149178,79490
1448,0.9948863279384439,49708
4819,0.994916295197071,87225
5249,0.9949182058215628,91276
522,0.9949182599814328,35522
215,0.994952737930488,24817
1698,0.9950604190291014,52758
2801,0.9950963129155601,66545
5245,0.9951444229340941,91268
1014,0.9951625467190763,41977
4,0.9951736627956804,12328
1401,0.9952028396360085,48330
4016,0.995214530708143,79469
4268,0.9953200428210656,82317
2852,0.9953304818268276,66823
470,0.995334482389321,34241
2289,0.995342024111577,58675
5189,0.9953670307218744,90842
4063,0.9953767729940081,80327
1005,0.9954003273171441,41965
474,0.9954019851424206,34248
2472,0.9954207486890285,61071
4318,0.9954241912050082,82588
33,0.9954420993966121,18669
1026,0.9954753172150642,42384
1579,0.9954897454237777,51262
2682,0.9954989562854939,65154
3373,0.9955051831639288,71610
2359,0.9955146979695747,59657
3025,0.9955358870896326,68377
3536,0.9955392513000282,73027
