9.065160686099792480e+09,9.744128899495708466e+09,5.849018226730338097e+09,1.786743763803389740e+10,3.045364782848024845e+09,5.472604951879141235e+10
3.858097668165600777e+09,7.790842346201809883e+09,2.751246142737770557e+09,7.308557738853396416e+09,1.308434552074144363e+09,3.181884348692604446e+10
7.175581426937520981e+09,6.795071314288137436e+09,4.424084538518378258e+09,1.309769938741812325e+10,2.251781958900133610e+09,3.317824300085854721e+10
6.958564816726965904e+09,1.021357108903223801e+10,6.165412565669523239e+09,1.652524901010349274e+10,2.483810540142441750e+09,5.736860261115849304e+10
9.001654481709766388e+09,9.118451269571884155e+09,7.472378811951568604e+09,2.340437743508718872e+10,3.315324749540277004e+09,5.493042972224798584e+10
1.267491159249808311e+10,1.017208924834401512e+10,7.938445118702771187e+09,2.714056837539400864e+10,4.406729739962416649e+09,6.232477553847994232e+10
8.347229199620599747e+09,1.078573300343527222e+10,6.280160144410123825e+09,1.654844987404869843e+10,2.648535169408249855e+09,5.991765396252687073e+10
1.237112502917913246e+10,8.913599741132312775e+09,6.556199739555476189e+09,2.054090034036228943e+10,3.775138443489729404e+09,4.899432748978972626e+10
7.462418780730489731e+09,1.000738494738378906e+10,4.677072857040660858e+09,1.322405278155422211e+10,2.471219086721760750e+09,5.082759419874415588e+10
4.958780079741624832e+09,6.903486259735207558e+09,3.862224726226334572e+09,1.143560086042473221e+10,1.754772206980307579e+09,3.361122640856036377e+10
1.530400808745867920e+10,1.224671681110682678e+10,9.295831219605314255e+09,3.029403832762650299e+10,5.011184951482522964e+09,7.988196188436195374e+10
5.884387187410118103e+09,7.635781608074769974e+09,3.843432363618507385e+09,1.071332102378603745e+10,1.897364529972901344e+09,3.606380867808916473e+10
1.044993699120183372e+10,1.159287049971194458e+10,8.181547610775135994e+09,2.407675807206252289e+10,3.750901523349007607e+09,7.164067925556533813e+10
1.084761840266973686e+10,8.621155664292501450e+09,6.925549659623093605e+09,2.058661112669688034e+10,3.262717021750576019e+09,4.954327737270632172e+10
1.404563842829634666e+10,1.096670693603730774e+10,8.865635200456354141e+09,3.053772200870072174e+10,4.895950627252210617e+09,7.004738810569146729e+10
8.946914896705169678e+09,8.959892163861545563e+09,6.410586269493535042e+09,1.762560865451074982e+10,2.821060150162938118e+09,4.952966890631912994e+10
1.222768773999510765e+10,1.095283922443530846e+10,6.824179595440658569e+09,2.051367708241950989e+10,3.916857989871900558e+09,6.243466827724954224e+10
1.419043653603614616e+10,1.346904435348469543e+10,9.185816369896665573e+09,2.693136662205819321e+10,4.549090414654844284e+09,8.652836225663131714e+10
