ke,a,b,krp,Ea_rp,T0_rp,h0,kd,kw,Ea,T0,sigma,CaMg_1,CaMg_2,CaMg_3,CaMg_4,CaMg_5,CaMg_6,R2,volcanic_degassing,control_ppm,noIA_ppm,redIA_ppm,redIA10_ppm,redIA5_ppm,redIAsunda_ppm,redIAsunda10_ppm,redIAsunda5_ppm,redIAsundaGL_ppm,redIAsunda10GL_ppm,redIAsunda5GL_ppm,noDeccan_ppm,noET_ppm,noTraps_ppm,noCRB_ppm
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5565453153541661,4340661600000.0,286.0,707.8617,569.77747,496.98727,421.84677,545.7508,472.33926,401.52686,541.4736,468.63916,398.31674,330.18445,342.48557,387.1127,299.5119
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.02,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5290658976966726,3874780000000.0,286.0,878.42865,701.6061,530.5598,443.3399,661.1698,509.63535,423.99637,651.7335,505.85995,420.79346,328.16187,343.98206,386.09842,299.73462
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.005,0.005,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5133510062264097,4728897400000.0,286.0,855.31647,688.374,528.7726,446.23206,659.9475,513.0262,429.23285,647.4065,507.56024,424.5548,333.2016,364.07916,411.00552,305.97437
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.506432314521305,4515678400000.0,286.0,857.71893,683.0275,525.0272,438.78998,644.6462,504.92966,420.71823,636.1546,501.48926,417.8052,316.39578,333.8101,364.189,297.19473
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,0.2,42000.0,286.0,0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5203595637854794,4794741000000.0,286.0,833.26953,672.9013,528.6624,447.06555,643.5543,511.9596,429.16275,632.9204,507.1101,425.03238,341.93906,383.0288,438.87897,311.37665
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5051367794265504,3910994200000.0,286.0,724.0135,584.2101,503.75934,427.31427,555.56226,480.14642,406.50204,552.5534,477.59637,404.3375,342.36655,356.33273,413.35416,301.8229
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0005,0.005,42000.0,286.0,0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5172742670658106,4645474000000.0,286.0,849.269,682.06366,529.2812,443.2425,643.58734,508.5602,423.4853,633.5567,504.30283,419.8982,334.9846,355.6688,404.65094,303.00137
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.005,0.001,42000.0,286.0,0.0,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5036768494743626,4612658000000.0,286.0,828.0593,660.6129,520.5084,434.3475,614.7891,497.08905,414.05365,604.302,492.82205,410.45438,322.95572,331.53366,368.5189,296.6593
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.556748890242937,4447974000000.0,286.0,742.3009,592.9162,499.97046,425.72433,565.5363,481.76218,408.81982,560.1964,477.168,404.8014,322.5567,345.53586,382.28564,301.02216
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5041529977726984,5044384600000.0,286.0,816.39276,651.6901,518.8933,434.69882,611.0826,497.45282,415.54147,600.6629,493.0442,411.80487,321.15665,334.59232,369.76825,297.5696
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,4000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5269126522180081,4335403800000.0,286.0,674.0964,555.4314,485.75238,415.10443,534.9391,464.76178,396.58273,529.2655,459.83047,392.28793,324.91,335.39667,374.66394,297.8817
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.523039436123403,4367917000000.0,286.0,712.1307,576.21783,498.42258,425.6024,556.5115,480.31744,407.45944,550.5092,475.1597,402.99713,338.13394,362.3676,415.0333,304.99567
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.001,1.0,42000.0,286.0,-0.4,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5073084802819676,4138404700000.0,286.0,795.9515,643.48334,517.71783,444.1489,621.7566,505.0156,428.87012,614.64667,501.61218,425.91153,344.4164,399.08755,457.15332,315.87875
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5197544690761726,4738636000000.0,286.0,822.0194,653.1799,518.6566,432.7339,606.1483,494.48758,412.77914,596.5281,490.5184,409.39722,316.54965,326.6268,357.2182,295.60062
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5107948494261075,4641333000000.0,286.0,809.72894,647.47046,516.51196,434.4568,610.56964,497.03894,415.97714,599.2916,492.25717,411.91653,324.17325,338.77716,376.96707,298.5727
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,0.0,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5030037035103236,4292142400000.0,286.0,781.9191,632.81525,520.0759,441.70267,601.5924,502.12933,422.9274,596.0938,499.5776,420.7863,346.96054,383.99753,445.2478,308.79587
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5459402969577831,4352320000000.0,286.0,728.85175,588.45056,504.67877,428.43738,559.5847,482.68704,408.52408,555.4324,479.13937,405.47916,339.74512,360.80072,415.1195,303.99194
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5271544797452197,3774923400000.0,286.0,699.0909,566.56714,494.1466,420.8169,543.9463,470.95853,400.8788,539.85046,467.43063,397.8297,334.9466,345.76154,395.25916,299.91776
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5461113521522852,4455056500000.0,286.0,726.86505,579.8469,495.17294,422.17468,558.6656,477.2013,405.50092,553.1783,472.48566,401.38953,319.15698,338.50995,371.84363,298.99963
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5002349538161129,3613731800000.0,286.0,696.9629,566.56964,492.72696,421.28656,547.1497,472.91196,402.60773,542.0278,468.48764,398.7643,338.81027,353.62503,407.046,302.1794
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.2,4000.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5052323998022465,5218693000000.0,286.0,764.52155,608.2419,506.49454,425.91043,568.2689,483.45517,406.7365,562.8897,478.88867,402.80533,314.8304,325.63837,354.5513,295.58014
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.01,0.005,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5065851038483382,4810595000000.0,286.0,845.1715,675.4651,522.0614,437.78476,641.24023,504.028,420.2673,628.10126,498.57056,415.6109,320.09665,336.9082,370.9287,298.4463
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5128563600213457,4171054200000.0,286.0,785.64087,634.70105,519.5736,441.46298,603.5829,501.79315,422.97568,597.95294,499.19968,420.78693,345.43588,379.9827,439.59067,307.83786
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5566930858943289,3798093300000.0,286.0,718.5102,578.27545,500.18103,425.17935,552.715,476.9328,405.02567,548.6319,473.41293,401.97525,339.1953,354.28973,408.09042,302.30093
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.522316273505536,4298681600000.0,286.0,789.3982,636.6845,517.20306,438.235,604.51807,499.30124,419.75696,594.83887,494.8983,416.0052,340.24432,367.45956,421.86945,305.99
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5605659329542847,4330610800000.0,286.0,771.4532,622.3098,513.238,437.235,592.82074,496.27988,419.75864,584.5352,492.31915,416.3345,341.2788,378.2209,433.69058,309.4605
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5491159338316873,3695314500000.0,286.0,706.2824,568.7,494.11365,421.07764,546.8432,471.6737,401.76495,542.3292,467.77023,398.3651,331.19098,344.01086,389.66364,299.8209
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5570096293798752,3935851000000.0,286.0,798.6306,638.97955,516.27014,435.33218,599.27966,494.915,415.9749,590.7046,491.1474,412.73712,331.88004,349.58145,395.62653,301.30756
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5068251670408526,3434628300000.0,286.0,713.9388,576.2716,498.29245,425.2281,554.1519,477.69772,405.9441,549.64514,473.8171,402.5792,344.5852,361.28818,420.58716,303.97397
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.507929434583702,4054253800000.0,286.0,848.418,679.70544,523.1206,442.00027,650.5955,507.4072,425.5241,639.77124,502.77966,421.5224,325.69568,353.22876,392.81836,302.874
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.02,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5022652750949762,4957279000000.0,286.0,857.1944,681.48486,525.2753,436.47064,636.0643,502.0538,416.88815,625.7012,497.90167,413.37003,315.4044,326.29388,355.68933,295.54993
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5237085696392941,4152279200000.0,286.0,812.1647,650.69006,516.34015,438.15735,622.03845,500.62436,421.76828,612.02136,496.17447,417.91626,327.76703,356.8846,398.62408,303.81592
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5020077400234519,3832754000000.0,286.0,791.75287,642.7131,521.77026,445.82648,617.56323,507.08887,428.4909,611.01013,503.96408,425.82257,355.70474,406.5886,476.3376,316.0579
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5286680443512329,4387964500000.0,286.0,815.63885,648.98474,516.3826,432.38318,605.3548,493.96118,413.03372,595.0073,489.6825,409.38196,318.97708,329.85678,362.878,296.36902
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5339952908744108,4143290300000.0,286.0,758.11615,610.4113,508.74625,433.49927,579.6285,491.42212,415.82047,571.933,487.81775,412.73694,337.96045,365.65143,417.85715,305.097
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5188063948920472,3946817500000.0,286.0,683.95105,559.8233,489.27383,417.43228,537.9745,466.86826,398.05725,533.4224,462.9363,394.653,330.09827,339.64487,384.20438,298.52588
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5345150503242894,4804797000000.0,286.0,717.27997,578.8071,500.36722,425.62256,555.62524,479.83472,406.66364,550.1577,475.13406,402.60028,333.5364,355.5528,403.54495,303.29745
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,0.0,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5298643006074633,4712716000000.0,286.0,773.37494,626.2228,517.00305,440.08896,597.49084,500.22473,422.28427,590.1956,496.73105,419.31775,343.76968,388.06873,446.05893,311.6001
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,0.1,42000.0,286.0,0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5121387908930426,4079287000000.0,286.0,824.18054,662.1203,523.853,438.6997,618.7396,500.89252,417.7902,610.05066,497.2153,414.69168,338.18747,351.4961,403.8242,301.4452
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5097978020016245,3248624200000.0,286.0,775.2677,620.66034,509.97812,434.48953,586.81464,491.37393,416.4744,580.7087,488.62073,414.10287,336.47476,362.2183,413.04562,304.0095
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5120488208691024,3255524700000.0,286.0,731.99725,591.4407,504.30365,429.48837,561.71484,482.86813,409.5506,557.89105,479.5862,406.71008,350.8171,369.57904,435.2143,305.9171
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,0.5,42000.0,286.0,0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5229731236232067,4771619500000.0,286.0,804.11584,650.4626,523.62354,443.9206,621.02216,506.65875,425.84207,611.68616,502.28488,422.1236,343.4971,386.496,444.1123,311.95746
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5370563677150112,4286010400000.0,286.0,793.81104,639.1084,516.6701,438.0505,607.8206,499.29245,420.12082,597.2412,494.47174,415.9757,337.56387,365.05392,416.69302,305.78833
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5291301771233194,4775488000000.0,286.0,739.68024,595.63794,502.5252,429.27783,569.7237,486.7826,412.78345,563.4253,481.4078,408.12515,331.22235,360.99927,406.39783,305.1248
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.02,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.509496625483092,4224817000000.0,286.0,842.82404,671.89514,520.28644,435.90176,633.6139,500.71375,417.57687,621.57477,495.86185,413.44775,320.47763,333.24384,367.6977,297.21088
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5374699555721829,4156300200000.0,286.0,688.102,561.6628,490.2483,418.24088,540.4752,468.55194,399.21094,535.2854,464.05307,395.29904,329.3624,341.27222,385.06818,299.25687
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5245022534459334,4795285000000.0,286.0,761.3442,614.8343,511.17038,435.78198,586.8504,495.0571,418.65903,578.29456,490.99323,415.18973,337.4179,374.22418,425.7731,308.0114
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5192249055357909,4757854400000.0,286.0,701.10095,568.20825,495.33655,421.87045,547.98065,474.73236,402.98444,542.7136,470.20993,399.08838,329.97696,346.69266,391.08408,300.67798
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5090338799109462,5227538300000.0,286.0,777.7021,625.5033,513.6009,434.29007,591.69226,494.6966,416.00827,580.3209,489.43994,411.50116,329.72058,354.87195,398.70602,303.4815
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,4000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5036882280706134,5226811600000.0,286.0,691.6052,563.8278,491.76273,419.53842,544.8793,472.47992,401.50385,538.2102,466.7124,396.5066,324.603,341.96835,380.88965,300.00952
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5087076350366648,4514092000000.0,286.0,773.6455,623.3837,512.02997,434.4508,592.11,494.74738,416.47495,581.0833,489.72855,412.19168,335.06943,359.42758,408.65222,304.05167
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5465457070098324,4121267500000.0,286.0,704.22754,568.07556,496.16724,421.1434,543.29865,470.71204,400.43478,539.5421,467.47388,397.6376,330.9375,340.8249,386.2338,298.76764
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5118825863211314,4656479600000.0,286.0,837.0761,669.005,520.14355,437.53015,637.0714,502.99115,420.84976,625.695,498.1258,416.6489,318.67065,341.29227,373.90195,299.86163
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5022566647183844,4484530000000.0,286.0,763.1651,612.9459,506.7395,430.46924,582.1281,490.00394,413.13046,570.9656,484.583,408.48303,328.7667,348.24493,391.11475,301.17447
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5034951173953482,3850512000000.0,286.0,836.739,671.7868,524.33496,441.99332,637.33984,505.93216,423.2901,627.61127,501.8162,419.7981,337.30197,357.3351,408.6238,302.96048
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.005,0.001,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5036912547584523,4058542800000.0,286.0,837.4649,669.9577,522.7728,437.39557,627.19727,500.78915,417.31143,616.9931,496.64035,413.81116,330.46054,340.96048,385.4473,298.84848
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3500.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5120974357166719,5210663600000.0,286.0,738.7043,587.40967,499.3137,422.7228,559.43054,477.92233,404.84714,554.7256,473.87912,401.3313,314.36508,330.91208,359.41052,297.1092
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.1,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5041992772936387,4595252700000.0,286.0,817.5962,663.09674,525.45465,449.5161,641.63605,512.7682,433.88477,632.0214,508.1539,429.89252,347.8642,410.6579,471.90848,320.4471
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.517167062025037,4909148700000.0,286.0,770.2371,617.28204,509.30276,430.72092,582.2954,490.27176,412.5876,571.59296,485.30914,408.34067,325.1184,342.9049,382.11618,299.8652
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5083654541835292,4557730000000.0,286.0,726.85065,584.18866,498.4755,425.9511,562.82654,482.3627,409.24792,557.45245,477.80853,405.3422,328.21213,350.2971,392.70294,301.46567
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5085479468024807,4397061000000.0,286.0,752.3272,603.22266,507.19574,430.43713,569.279,487.1762,411.76733,565.8947,484.3462,409.37033,330.3804,348.87735,393.49332,300.1892
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0005,0.1,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5210110837759936,4697757300000.0,286.0,856.91187,683.3816,526.83417,439.69388,642.3314,505.3404,420.53955,632.70294,501.39987,417.20422,321.6676,336.6223,372.2666,298.00107
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,4000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5260955574108968,4465056000000.0,286.0,676.7479,555.9386,487.3415,415.08017,532.6731,463.4214,395.42328,528.0839,459.44537,391.97784,322.50803,330.20914,367.04175,296.35214
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5232172419353576,4498350700000.0,286.0,777.4767,625.38477,511.38428,434.14944,595.0082,494.62204,416.71884,582.9291,489.1123,411.97418,332.60446,357.23795,403.92163,303.85617
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5211008995044095,4770046700000.0,286.0,800.773,639.9112,513.15594,433.764,608.49274,495.99863,417.16818,597.9824,491.32895,413.13034,320.37402,344.26282,378.6322,300.6317
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5247473136354812,4243645300000.0,286.0,719.2558,575.32697,492.4788,421.8552,558.6693,477.03656,406.1695,552.155,471.41602,401.2382,321.9399,344.4199,380.55164,300.76572
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5464496798693164,3996202000000.0,286.0,693.59045,562.35046,490.76352,417.56274,538.527,466.20612,397.70514,534.4024,462.6406,394.60974,323.90457,332.6516,370.9048,296.87256
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.002,0.001,42000.0,286.0,0.1,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5003602705259776,4360059500000.0,286.0,827.84186,663.83435,522.4317,437.45087,622.25726,500.69385,417.29733,611.86926,496.371,413.65805,332.24832,344.87033,391.1781,299.9476
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5110281508414751,4846696000000.0,286.0,773.31335,622.5158,515.4349,436.819,588.35016,496.04398,418.12384,582.3766,493.2991,415.80844,335.0447,363.19342,412.40457,303.9524
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5291660064783092,4531949000000.0,286.0,787.73364,635.6033,516.71893,438.23108,604.8966,499.46042,420.21313,593.9896,494.41476,415.88632,338.96967,369.80096,422.8946,307.24695
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5494258180219609,4571161000000.0,286.0,762.1765,612.16693,510.29416,433.02783,577.3888,490.70856,414.6135,571.08545,487.43393,411.8155,333.26096,358.38498,405.86115,303.34464
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.001,0.05,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5192154652410788,4361594300000.0,286.0,859.2142,686.45105,526.24445,440.74673,649.4779,506.8838,422.32983,638.821,502.5387,418.64767,324.44424,341.0196,379.40698,299.06967
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5450556322460172,4519765000000.0,286.0,694.10785,563.60754,492.5104,418.7547,540.32825,468.62067,398.95724,535.5497,464.4765,395.35638,325.92676,336.85995,377.15802,298.1955
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5195939818839024,4074086300000.0,286.0,803.7033,644.4264,519.7593,437.69708,604.25226,498.06876,417.7295,597.4596,495.12946,415.25354,335.5693,352.12753,401.8672,301.06177
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5320445313796642,4748311000000.0,286.0,793.5939,638.48737,518.83936,437.75812,602.15204,498.60257,418.52872,593.35004,494.60327,415.12598,335.32294,359.99915,409.47836,304.14737
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,0.5,42000.0,286.0,0.0,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5112821161362403,4134818000000.0,286.0,727.7564,582.6321,500.88754,422.59018,552.0903,474.89108,401.4416,547.6777,471.12952,398.21475,327.35132,332.67517,374.31662,296.82953
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5076764719460658,5173701000000.0,286.0,706.5608,569.93134,497.3605,422.21124,547.69275,474.66306,402.5986,542.84265,470.49734,399.0126,326.50543,341.85312,382.71548,299.5068
