Age,Min,Mean,Max,Mean-min,Max - mean
198.7,0.707625,0.707639,0.707653,0.000014,0.000014
198.75,0.707626,0.70764,0.707654,0.000014,0.000014
198.8,0.707627,0.707641,0.707654,0.000014,0.000013
198.85,0.707627,0.707641,0.707655,0.000014,0.000014
198.9,0.707628,0.707642,0.707656,0.000014,0.000014
198.95,0.707629,0.707643,0.707656,0.000014,0.000013
199,0.70763,0.707643,0.707657,0.000013,0.000014
199.05,0.70763,0.707644,0.707658,0.000014,0.000014
199.1,0.707631,0.707645,0.707658,0.000014,0.000013
199.15,0.707632,0.707645,0.707659,0.000013,0.000014
199.2,0.707632,0.707646,0.70766,0.000014,0.000014
199.25,0.707633,0.707647,0.70766,0.000014,0.000013
199.3,0.707634,0.707647,0.707661,0.000013,0.000014
199.35,0.707634,0.707648,0.707661,0.000014,0.000013
199.4,0.707635,0.707648,0.707662,0.000013,0.000014
199.45,0.707635,0.707649,0.707662,0.000014,0.000013
199.5,0.707636,0.707649,0.707663,0.000013,0.000014
199.55,0.707637,0.70765,0.707663,0.000013,0.000013
199.6,0.707637,0.70765,0.707663,0.000013,0.000013
199.65,0.707638,0.707651,0.707664,0.000013,0.000013
199.7,0.707638,0.707651,0.707664,0.000013,0.000013
199.75,0.707639,0.707652,0.707665,0.000013,0.000013
199.8,0.707639,0.707652,0.707665,0.000013,0.000013
199.85,0.70764,0.707653,0.707665,0.000013,0.000012
199.9,0.70764,0.707653,0.707666,0.000013,0.000013
199.95,0.707641,0.707653,0.707666,0.000012,0.000013
200,0.707641,0.707654,0.707666,0.000013,0.000012
200.05,0.707642,0.707654,0.707667,0.000012,0.000013
200.1,0.707642,0.707655,0.707667,0.000013,0.000012
200.15,0.707642,0.707655,0.707667,0.000013,0.000012
200.2,0.707643,0.707655,0.707668,0.000012,0.000013
200.25,0.707643,0.707656,0.707668,0.000013,0.000012
200.3,0.707644,0.707656,0.707668,0.000012,0.000012
200.35,0.707644,0.707656,0.707669,0.000012,0.000013
200.4,0.707644,0.707657,0.707669,0.000013,0.000012
200.45,0.707645,0.707657,0.707669,0.000012,0.000012
200.5,0.707645,0.707657,0.707669,0.000012,0.000012
200.55,0.707646,0.707658,0.70767,0.000012,0.000012
200.6,0.707646,0.707658,0.70767,0.000012,0.000012
200.65,0.707646,0.707658,0.70767,0.000012,0.000012
200.7,0.707647,0.707659,0.707671,0.000012,0.000012
200.75,0.707647,0.707659,0.707671,0.000012,0.000012
200.8,0.707647,0.707659,0.707671,0.000012,0.000012
200.85,0.707648,0.70766,0.707671,0.000012,0.000011
200.9,0.707648,0.70766,0.707672,0.000012,0.000012
200.95,0.707648,0.70766,0.707672,0.000012,0.000012
201,0.707649,0.707661,0.707672,0.000012,0.000011
201.05,0.707649,0.707661,0.707673,0.000012,0.000012
201.1,0.707649,0.707661,0.707673,0.000012,0.000012
201.15,0.70765,0.707662,0.707673,0.000012,0.000011
201.2,0.70765,0.707662,0.707674,0.000012,0.000012
201.25,0.70765,0.707662,0.707674,0.000012,0.000012
201.3,0.707651,0.707663,0.707674,0.000012,0.000011
201.35,0.707651,0.707663,0.707675,0.000012,0.000012
201.4,0.707651,0.707663,0.707675,0.000012,0.000012
201.45,0.707652,0.707664,0.707675,0.000012,0.000011
201.5,0.707652,0.707664,0.707676,0.000012,0.000012
201.55,0.707653,0.707664,0.707676,0.000011,0.000012
201.6,0.707653,0.707665,0.707677,0.000012,0.000012
201.65,0.707653,0.707665,0.707677,0.000012,0.000012
201.7,0.707654,0.707666,0.707677,0.000012,0.000011
201.75,0.707654,0.707666,0.707678,0.000012,0.000012
201.8,0.707654,0.707666,0.707678,0.000012,0.000012
201.85,0.707655,0.707667,0.707679,0.000012,0.000012
201.9,0.707655,0.707667,0.707679,0.000012,0.000012
201.95,0.707656,0.707668,0.70768,0.000012,0.000012
202,0.707656,0.707668,0.70768,0.000012,0.000012
202.05,0.707657,0.707669,0.707681,0.000012,0.000012
202.1,0.707657,0.707669,0.707681,0.000012,0.000012
202.15,0.707658,0.70767,0.707682,0.000012,0.000012
202.2,0.707658,0.70767,0.707682,0.000012,0.000012
202.25,0.707659,0.707671,0.707683,0.000012,0.000012
202.3,0.707659,0.707671,0.707683,0.000012,0.000012
202.35,0.70766,0.707672,0.707684,0.000012,0.000012
202.4,0.707661,0.707673,0.707685,0.000012,0.000012
202.45,0.707661,0.707673,0.707685,0.000012,0.000012
202.5,0.707662,0.707674,0.707686,0.000012,0.000012
202.55,0.707663,0.707675,0.707686,0.000012,0.000011
202.6,0.707663,0.707675,0.707687,0.000012,0.000012
202.65,0.707664,0.707676,0.707688,0.000012,0.000012
202.7,0.707665,0.707677,0.707689,0.000012,0.000012
202.75,0.707665,0.707677,0.707689,0.000012,0.000012
202.8,0.707666,0.707678,0.70769,0.000012,0.000012
202.85,0.707667,0.707679,0.707691,0.000012,0.000012
202.9,0.707668,0.70768,0.707692,0.000012,0.000012
202.95,0.707669,0.707681,0.707692,0.000012,0.000011
203,0.70767,0.707681,0.707693,0.000011,0.000012
203.05,0.707671,0.707682,0.707694,0.000011,0.000012
203.1,0.707672,0.707683,0.707695,0.000011,0.000012
203.15,0.707673,0.707684,0.707696,0.000011,0.000012
203.2,0.707674,0.707685,0.707697,0.000011,0.000012
203.25,0.707675,0.707686,0.707698,0.000011,0.000012
203.3,0.707676,0.707687,0.707698,0.000011,0.000011
203.35,0.707677,0.707688,0.707699,0.000011,0.000011
203.4,0.707678,0.707689,0.7077,0.000011,0.000011
203.45,0.707679,0.70769,0.707701,0.000011,0.000011
203.5,0.70768,0.707691,0.707702,0.000011,0.000011
203.55,0.707681,0.707692,0.707703,0.000011,0.000011
203.6,0.707683,0.707693,0.707704,0.00001,0.000011
203.65,0.707684,0.707694,0.707705,0.00001,0.000011
203.7,0.707685,0.707695,0.707706,0.00001,0.000011
203.75,0.707686,0.707696,0.707707,0.00001,0.000011
203.8,0.707687,0.707698,0.707708,0.000011,0.00001
203.85,0.707688,0.707699,0.707709,0.000011,0.00001
203.9,0.70769,0.7077,0.70771,0.00001,0.00001
203.95,0.707691,0.707701,0.707711,0.00001,0.00001
204,0.707692,0.707702,0.707711,0.00001,0.000009
204.05,0.707693,0.707703,0.707712,0.00001,0.000009
204.1,0.707694,0.707704,0.707713,0.00001,0.000009
204.15,0.707696,0.707705,0.707714,0.000009,0.000009
204.2,0.707697,0.707706,0.707715,0.000009,0.000009
204.25,0.707698,0.707707,0.707716,0.000009,0.000009
204.3,0.707699,0.707708,0.707717,0.000009,0.000009
204.35,0.7077,0.707709,0.707718,0.000009,0.000009
204.4,0.707702,0.707711,0.707719,0.000009,0.000008
204.45,0.707703,0.707712,0.70772,0.000009,0.000008
204.5,0.707704,0.707713,0.707722,0.000009,0.000009
204.55,0.707705,0.707714,0.707723,0.000009,0.000009
204.6,0.707707,0.707715,0.707724,0.000008,0.000009
204.65,0.707708,0.707716,0.707725,0.000008,0.000009
204.7,0.707709,0.707717,0.707726,0.000008,0.000009
204.75,0.70771,0.707719,0.707727,0.000009,0.000008
204.8,0.707711,0.70772,0.707728,0.000009,0.000008
204.85,0.707713,0.707721,0.707729,0.000008,0.000008
204.9,0.707714,0.707722,0.70773,0.000008,0.000008
204.95,0.707715,0.707723,0.707732,0.000008,0.000009
205,0.707716,0.707725,0.707733,0.000009,0.000008
205.05,0.707718,0.707726,0.707734,0.000008,0.000008
205.1,0.707719,0.707727,0.707735,0.000008,0.000008
205.15,0.70772,0.707728,0.707736,0.000008,0.000008
205.2,0.707721,0.707729,0.707738,0.000008,0.000009
205.25,0.707723,0.707731,0.707739,0.000008,0.000008
205.3,0.707724,0.707732,0.70774,0.000008,0.000008
205.35,0.707725,0.707733,0.707741,0.000008,0.000008
205.4,0.707726,0.707734,0.707742,0.000008,0.000008
205.45,0.707728,0.707736,0.707744,0.000008,0.000008
205.5,0.707729,0.707737,0.707745,0.000008,0.000008
205.55,0.70773,0.707738,0.707746,0.000008,0.000008
205.6,0.707731,0.707739,0.707747,0.000008,0.000008
205.65,0.707733,0.707741,0.707749,0.000008,0.000008
205.7,0.707734,0.707742,0.70775,0.000008,0.000008
205.75,0.707735,0.707743,0.707751,0.000008,0.000008
205.8,0.707736,0.707744,0.707752,0.000008,0.000008
205.85,0.707737,0.707746,0.707754,0.000009,0.000008
205.9,0.707739,0.707747,0.707755,0.000008,0.000008
205.95,0.70774,0.707748,0.707756,0.000008,0.000008
206,0.707741,0.707749,0.707757,0.000008,0.000008
206.05,0.707742,0.70775,0.707759,0.000008,0.000009
206.1,0.707743,0.707752,0.70776,0.000009,0.000008
206.15,0.707745,0.707753,0.707761,0.000008,0.000008
206.2,0.707746,0.707754,0.707762,0.000008,0.000008
206.25,0.707747,0.707755,0.707763,0.000008,0.000008
206.3,0.707748,0.707756,0.707765,0.000008,0.000009
206.35,0.707749,0.707757,0.707766,0.000008,0.000009
206.4,0.70775,0.707759,0.707767,0.000009,0.000008
206.45,0.707751,0.70776,0.707768,0.000009,0.000008
206.5,0.707752,0.707761,0.707769,0.000009,0.000008
206.55,0.707753,0.707762,0.70777,0.000009,0.000008
206.6,0.707755,0.707763,0.707772,0.000008,0.000009
206.65,0.707756,0.707764,0.707773,0.000008,0.000009
206.7,0.707757,0.707765,0.707774,0.000008,0.000009
206.75,0.707758,0.707766,0.707775,0.000008,0.000009
206.8,0.707759,0.707767,0.707776,0.000008,0.000009
206.85,0.70776,0.707769,0.707777,0.000009,0.000008
206.9,0.707761,0.70777,0.707779,0.000009,0.000009
206.95,0.707762,0.707771,0.70778,0.000009,0.000009
207,0.707763,0.707772,0.707781,0.000009,0.000009
207.05,0.707764,0.707773,0.707782,0.000009,0.000009
207.1,0.707765,0.707774,0.707783,0.000009,0.000009
207.15,0.707766,0.707775,0.707784,0.000009,0.000009
207.2,0.707767,0.707776,0.707785,0.000009,0.000009
207.25,0.707768,0.707777,0.707786,0.000009,0.000009
207.3,0.707769,0.707778,0.707788,0.000009,0.00001
207.35,0.70777,0.707779,0.707789,0.000009,0.00001
207.4,0.707771,0.70778,0.70779,0.000009,0.00001
207.45,0.707772,0.707781,0.707791,0.000009,0.00001
207.5,0.707773,0.707782,0.707792,0.000009,0.00001
207.55,0.707774,0.707783,0.707793,0.000009,0.00001
207.6,0.707775,0.707785,0.707794,0.00001,0.000009
207.65,0.707776,0.707786,0.707796,0.00001,0.00001
207.7,0.707777,0.707787,0.707797,0.00001,0.00001
207.75,0.707778,0.707788,0.707798,0.00001,0.00001
207.8,0.707779,0.707789,0.707799,0.00001,0.00001
207.85,0.70778,0.70779,0.7078,0.00001,0.00001
207.9,0.707781,0.707791,0.707801,0.00001,0.00001
207.95,0.707782,0.707792,0.707802,0.00001,0.00001
208,0.707783,0.707793,0.707803,0.00001,0.00001
208.05,0.707784,0.707794,0.707805,0.00001,0.000011
208.1,0.707785,0.707795,0.707806,0.00001,0.000011
208.15,0.707786,0.707796,0.707807,0.00001,0.000011
208.2,0.707787,0.707797,0.707808,0.00001,0.000011
208.25,0.707788,0.707798,0.707809,0.00001,0.000011
208.3,0.707789,0.707799,0.70781,0.00001,0.000011
208.35,0.70779,0.7078,0.707811,0.00001,0.000011
208.4,0.707791,0.707802,0.707812,0.000011,0.00001
208.45,0.707792,0.707803,0.707813,0.000011,0.00001
208.5,0.707793,0.707804,0.707814,0.000011,0.00001
208.55,0.707794,0.707805,0.707815,0.000011,0.00001
208.6,0.707795,0.707806,0.707817,0.000011,0.000011
208.65,0.707796,0.707807,0.707818,0.000011,0.000011
208.7,0.707797,0.707808,0.707819,0.000011,0.000011
208.75,0.707798,0.707809,0.70782,0.000011,0.000011
208.8,0.707799,0.70781,0.707821,0.000011,0.000011
208.85,0.7078,0.707811,0.707822,0.000011,0.000011
208.9,0.707801,0.707812,0.707823,0.000011,0.000011
208.95,0.707802,0.707813,0.707824,0.000011,0.000011
209,0.707803,0.707814,0.707825,0.000011,0.000011
209.05,0.707803,0.707815,0.707826,0.000012,0.000011
209.1,0.707804,0.707816,0.707827,0.000012,0.000011
209.15,0.707805,0.707817,0.707828,0.000012,0.000011
209.2,0.707806,0.707818,0.707829,0.000012,0.000011
209.25,0.707807,0.707819,0.70783,0.000012,0.000011
209.3,0.707808,0.70782,0.707831,0.000012,0.000011
209.35,0.707809,0.707821,0.707832,0.000012,0.000011
209.4,0.70781,0.707822,0.707833,0.000012,0.000011
209.45,0.707811,0.707822,0.707834,0.000011,0.000012
209.5,0.707812,0.707823,0.707835,0.000011,0.000012
209.55,0.707813,0.707824,0.707836,0.000011,0.000012
209.6,0.707814,0.707825,0.707837,0.000011,0.000012
209.65,0.707815,0.707826,0.707838,0.000011,0.000012
209.7,0.707816,0.707827,0.707839,0.000011,0.000012
209.75,0.707816,0.707828,0.70784,0.000012,0.000012
209.8,0.707817,0.707829,0.707841,0.000012,0.000012
209.85,0.707818,0.70783,0.707842,0.000012,0.000012
209.9,0.707819,0.707831,0.707843,0.000012,0.000012
209.95,0.70782,0.707832,0.707844,0.000012,0.000012
210,0.707821,0.707833,0.707844,0.000012,0.000011
210.05,0.707822,0.707834,0.707845,0.000012,0.000011
210.1,0.707823,0.707834,0.707846,0.000011,0.000012
210.15,0.707823,0.707835,0.707847,0.000012,0.000012
210.2,0.707824,0.707836,0.707848,0.000012,0.000012
210.25,0.707825,0.707837,0.707849,0.000012,0.000012
210.3,0.707826,0.707838,0.70785,0.000012,0.000012
210.35,0.707827,0.707839,0.707851,0.000012,0.000012
210.4,0.707828,0.70784,0.707852,0.000012,0.000012
210.45,0.707828,0.70784,0.707853,0.000012,0.000013
210.5,0.707829,0.707841,0.707853,0.000012,0.000012
210.55,0.70783,0.707842,0.707854,0.000012,0.000012
210.6,0.707831,0.707843,0.707855,0.000012,0.000012
210.65,0.707832,0.707844,0.707856,0.000012,0.000012
210.7,0.707832,0.707845,0.707857,0.000013,0.000012
210.75,0.707833,0.707845,0.707858,0.000012,0.000013
210.8,0.707834,0.707846,0.707858,0.000012,0.000012
210.85,0.707835,0.707847,0.707859,0.000012,0.000012
210.9,0.707836,0.707848,0.70786,0.000012,0.000012
210.95,0.707836,0.707849,0.707861,0.000013,0.000012
211,0.707837,0.707849,0.707862,0.000012,0.000013
211.05,0.707838,0.70785,0.707863,0.000012,0.000013
211.1,0.707839,0.707851,0.707863,0.000012,0.000012
211.15,0.707839,0.707852,0.707864,0.000013,0.000012
211.2,0.70784,0.707852,0.707865,0.000012,0.000013
211.25,0.707841,0.707853,0.707866,0.000012,0.000013
211.3,0.707841,0.707854,0.707866,0.000013,0.000012
211.35,0.707842,0.707855,0.707867,0.000013,0.000012
211.4,0.707843,0.707855,0.707868,0.000012,0.000013
211.45,0.707844,0.707856,0.707869,0.000012,0.000013
211.5,0.707844,0.707857,0.707869,0.000013,0.000012
211.55,0.707845,0.707858,0.70787,0.000013,0.000012
211.6,0.707846,0.707858,0.707871,0.000012,0.000013
211.65,0.707846,0.707859,0.707872,0.000013,0.000013
211.7,0.707847,0.70786,0.707872,0.000013,0.000012
211.75,0.707847,0.70786,0.707873,0.000013,0.000013
211.8,0.707848,0.707861,0.707874,0.000013,0.000013
211.85,0.707849,0.707862,0.707874,0.000013,0.000012
211.9,0.707849,0.707862,0.707875,0.000013,0.000013
211.95,0.70785,0.707863,0.707876,0.000013,0.000013
212,0.707851,0.707864,0.707876,0.000013,0.000012
212.05,0.707851,0.707864,0.707877,0.000013,0.000013
212.1,0.707852,0.707865,0.707878,0.000013,0.000013
212.15,0.707852,0.707865,0.707878,0.000013,0.000013
212.2,0.707853,0.707866,0.707879,0.000013,0.000013
212.25,0.707854,0.707867,0.70788,0.000013,0.000013
212.3,0.707854,0.707867,0.70788,0.000013,0.000013
212.35,0.707855,0.707868,0.707881,0.000013,0.000013
212.4,0.707855,0.707868,0.707881,0.000013,0.000013
212.45,0.707856,0.707869,0.707882,0.000013,0.000013
212.5,0.707856,0.707869,0.707883,0.000013,0.000014
212.55,0.707857,0.70787,0.707883,0.000013,0.000013
212.6,0.707857,0.707871,0.707884,0.000014,0.000013
212.65,0.707858,0.707871,0.707884,0.000013,0.000013
212.7,0.707858,0.707872,0.707885,0.000014,0.000013
212.75,0.707859,0.707872,0.707886,0.000013,0.000014
212.8,0.707859,0.707873,0.707886,0.000014,0.000013
212.85,0.70786,0.707873,0.707887,0.000013,0.000014
212.9,0.70786,0.707874,0.707887,0.000014,0.000013
212.95,0.707861,0.707874,0.707888,0.000013,0.000014
213,0.707861,0.707875,0.707888,0.000014,0.000013
213.05,0.707861,0.707875,0.707889,0.000014,0.000014
213.1,0.707862,0.707875,0.707889,0.000013,0.000014
213.15,0.707862,0.707876,0.70789,0.000014,0.000014
213.2,0.707863,0.707876,0.70789,0.000013,0.000014
213.25,0.707863,0.707877,0.70789,0.000014,0.000013
213.3,0.707863,0.707877,0.707891,0.000014,0.000014
213.35,0.707864,0.707878,0.707891,0.000014,0.000013
213.4,0.707864,0.707878,0.707892,0.000014,0.000014
213.45,0.707864,0.707878,0.707892,0.000014,0.000014
213.5,0.707865,0.707879,0.707893,0.000014,0.000014
213.55,0.707865,0.707879,0.707893,0.000014,0.000014
213.6,0.707865,0.707879,0.707893,0.000014,0.000014
213.65,0.707866,0.70788,0.707894,0.000014,0.000014
213.7,0.707866,0.70788,0.707894,0.000014,0.000014
213.75,0.707866,0.707881,0.707895,0.000015,0.000014
213.8,0.707867,0.707881,0.707895,0.000014,0.000014
213.85,0.707867,0.707881,0.707895,0.000014,0.000014
213.9,0.707867,0.707881,0.707896,0.000014,0.000015
213.95,0.707868,0.707882,0.707896,0.000014,0.000014
214,0.707868,0.707882,0.707896,0.000014,0.000014
214.05,0.707868,0.707882,0.707897,0.000014,0.000015
214.1,0.707868,0.707883,0.707897,0.000015,0.000014
214.15,0.707868,0.707883,0.707897,0.000015,0.000014
214.2,0.707869,0.707883,0.707897,0.000014,0.000014
214.25,0.707869,0.707883,0.707898,0.000014,0.000015
214.3,0.707869,0.707883,0.707898,0.000014,0.000015
214.35,0.707869,0.707884,0.707898,0.000015,0.000014
214.4,0.707869,0.707884,0.707898,0.000015,0.000014
214.45,0.70787,0.707884,0.707899,0.000014,0.000015
214.5,0.70787,0.707884,0.707899,0.000014,0.000015
214.55,0.70787,0.707884,0.707899,0.000014,0.000015
214.6,0.70787,0.707885,0.707899,0.000015,0.000014
214.65,0.70787,0.707885,0.707899,0.000015,0.000014
214.7,0.70787,0.707885,0.7079,0.000015,0.000015
214.75,0.70787,0.707885,0.7079,0.000015,0.000015
214.8,0.70787,0.707885,0.7079,0.000015,0.000015
214.85,0.70787,0.707885,0.7079,0.000015,0.000015
214.9,0.70787,0.707885,0.7079,0.000015,0.000015
214.95,0.70787,0.707885,0.7079,0.000015,0.000015
215,0.70787,0.707885,0.7079,0.000015,0.000015
215.05,0.707871,0.707885,0.7079,0.000014,0.000015
215.1,0.707871,0.707885,0.7079,0.000014,0.000015
215.15,0.707871,0.707885,0.7079,0.000014,0.000015
215.2,0.70787,0.707885,0.7079,0.000015,0.000015
215.25,0.70787,0.707885,0.7079,0.000015,0.000015
215.3,0.70787,0.707885,0.7079,0.000015,0.000015
215.35,0.70787,0.707885,0.707899,0.000015,0.000014
215.4,0.707869,0.707884,0.707899,0.000015,0.000015
215.45,0.707869,0.707884,0.707899,0.000015,0.000015
215.5,0.707868,0.707883,0.707898,0.000015,0.000015
215.55,0.707868,0.707883,0.707897,0.000015,0.000014
215.6,0.707867,0.707882,0.707897,0.000015,0.000015
215.65,0.707866,0.707881,0.707896,0.000015,0.000015
215.7,0.707866,0.70788,0.707895,0.000014,0.000015
215.75,0.707865,0.70788,0.707895,0.000015,0.000015
215.8,0.707864,0.707879,0.707894,0.000015,0.000015
215.85,0.707863,0.707878,0.707893,0.000015,0.000015
215.9,0.707862,0.707877,0.707892,0.000015,0.000015
215.95,0.707861,0.707876,0.707891,0.000015,0.000015
216,0.70786,0.707875,0.70789,0.000015,0.000015
216.05,0.707859,0.707874,0.707889,0.000015,0.000015
216.1,0.707858,0.707873,0.707888,0.000015,0.000015
216.15,0.707857,0.707872,0.707887,0.000015,0.000015
216.2,0.707856,0.707871,0.707886,0.000015,0.000015
216.25,0.707855,0.707869,0.707884,0.000014,0.000015
216.3,0.707853,0.707868,0.707883,0.000015,0.000015
216.35,0.707852,0.707867,0.707882,0.000015,0.000015
216.4,0.707851,0.707866,0.707881,0.000015,0.000015
216.45,0.70785,0.707865,0.70788,0.000015,0.000015
216.5,0.707849,0.707864,0.707879,0.000015,0.000015
216.55,0.707848,0.707863,0.707877,0.000015,0.000014
216.6,0.707847,0.707861,0.707876,0.000014,0.000015
216.65,0.707845,0.70786,0.707875,0.000015,0.000015
216.7,0.707844,0.707859,0.707874,0.000015,0.000015
216.75,0.707843,0.707858,0.707873,0.000015,0.000015
216.8,0.707842,0.707857,0.707872,0.000015,0.000015
216.85,0.707841,0.707856,0.707871,0.000015,0.000015
216.9,0.70784,0.707855,0.70787,0.000015,0.000015
216.95,0.707839,0.707854,0.707869,0.000015,0.000015
217,0.707837,0.707852,0.707867,0.000015,0.000015
217.05,0.707836,0.707851,0.707866,0.000015,0.000015
217.1,0.707835,0.70785,0.707865,0.000015,0.000015
217.15,0.707834,0.707849,0.707864,0.000015,0.000015
217.2,0.707833,0.707848,0.707863,0.000015,0.000015
217.25,0.707832,0.707847,0.707862,0.000015,0.000015
217.3,0.707831,0.707846,0.707861,0.000015,0.000015
217.35,0.70783,0.707845,0.70786,0.000015,0.000015
217.4,0.707829,0.707844,0.707859,0.000015,0.000015
217.45,0.707827,0.707842,0.707857,0.000015,0.000015
217.5,0.707826,0.707841,0.707856,0.000015,0.000015
217.55,0.707825,0.70784,0.707855,0.000015,0.000015
217.6,0.707824,0.707839,0.707854,0.000015,0.000015
217.65,0.707823,0.707838,0.707853,0.000015,0.000015
217.7,0.707822,0.707837,0.707852,0.000015,0.000015
217.75,0.707821,0.707836,0.707851,0.000015,0.000015
217.8,0.70782,0.707835,0.70785,0.000015,0.000015
217.85,0.707819,0.707834,0.707849,0.000015,0.000015
217.9,0.707818,0.707833,0.707848,0.000015,0.000015
217.95,0.707817,0.707832,0.707847,0.000015,0.000015
218,0.707816,0.707831,0.707846,0.000015,0.000015
218.05,0.707815,0.70783,0.707845,0.000015,0.000015
218.1,0.707813,0.707828,0.707843,0.000015,0.000015
218.15,0.707812,0.707827,0.707842,0.000015,0.000015
218.2,0.707811,0.707826,0.707841,0.000015,0.000015
218.25,0.70781,0.707825,0.70784,0.000015,0.000015
218.3,0.707809,0.707824,0.707839,0.000015,0.000015
218.35,0.707808,0.707823,0.707838,0.000015,0.000015
218.4,0.707807,0.707822,0.707837,0.000015,0.000015
218.45,0.707806,0.707821,0.707836,0.000015,0.000015
218.5,0.707805,0.70782,0.707835,0.000015,0.000015
218.55,0.707804,0.707819,0.707834,0.000015,0.000015
218.6,0.707803,0.707818,0.707833,0.000015,0.000015
218.65,0.707802,0.707817,0.707832,0.000015,0.000015
218.7,0.707801,0.707816,0.707831,0.000015,0.000015
218.75,0.7078,0.707815,0.70783,0.000015,0.000015
218.8,0.707799,0.707814,0.707829,0.000015,0.000015
218.85,0.707798,0.707813,0.707828,0.000015,0.000015
218.9,0.707797,0.707812,0.707827,0.000015,0.000015
218.95,0.707796,0.707811,0.707826,0.000015,0.000015
219,0.707795,0.70781,0.707825,0.000015,0.000015
219.05,0.707794,0.707809,0.707824,0.000015,0.000015
219.1,0.707793,0.707808,0.707823,0.000015,0.000015
219.15,0.707792,0.707807,0.707822,0.000015,0.000015
219.2,0.707791,0.707806,0.707821,0.000015,0.000015
219.25,0.70779,0.707805,0.70782,0.000015,0.000015
219.3,0.707789,0.707804,0.707819,0.000015,0.000015
219.35,0.707788,0.707803,0.707818,0.000015,0.000015
219.4,0.707787,0.707802,0.707817,0.000015,0.000015
219.45,0.707786,0.707801,0.707816,0.000015,0.000015
219.5,0.707785,0.7078,0.707815,0.000015,0.000015
219.55,0.707784,0.707799,0.707814,0.000015,0.000015
219.6,0.707783,0.707798,0.707813,0.000015,0.000015
219.65,0.707782,0.707797,0.707812,0.000015,0.000015
219.7,0.707781,0.707796,0.707811,0.000015,0.000015
219.75,0.70778,0.707795,0.70781,0.000015,0.000015
219.8,0.707779,0.707794,0.707809,0.000015,0.000015
219.85,0.707778,0.707793,0.707808,0.000015,0.000015
219.9,0.707777,0.707792,0.707807,0.000015,0.000015
219.95,0.707776,0.707791,0.707806,0.000015,0.000015
220,0.707775,0.70779,0.707805,0.000015,0.000015
220.05,0.707774,0.707789,0.707804,0.000015,0.000015
220.1,0.707773,0.707788,0.707803,0.000015,0.000015
220.15,0.707772,0.707787,0.707802,0.000015,0.000015
220.2,0.707771,0.707786,0.707801,0.000015,0.000015
220.25,0.70777,0.707785,0.707801,0.000015,0.000015
220.3,0.707769,0.707784,0.7078,0.000015,0.000015
220.35,0.707768,0.707784,0.707799,0.000015,0.000015
220.4,0.707767,0.707783,0.707798,0.000015,0.000015
220.45,0.707767,0.707782,0.707797,0.000015,0.000015
220.5,0.707766,0.707781,0.707796,0.000015,0.000015
220.55,0.707765,0.70778,0.707795,0.000015,0.000015
220.6,0.707764,0.707779,0.707794,0.000015,0.000015
220.65,0.707763,0.707778,0.707793,0.000015,0.000015
220.7,0.707762,0.707777,0.707792,0.000015,0.000015
220.75,0.707761,0.707776,0.707791,0.000015,0.000015
220.8,0.70776,0.707775,0.70779,0.000015,0.000015
220.85,0.707759,0.707774,0.707789,0.000015,0.000015
220.9,0.707758,0.707773,0.707788,0.000015,0.000015
220.95,0.707757,0.707772,0.707787,0.000015,0.000015
221,0.707756,0.707771,0.707786,0.000015,0.000015
221.05,0.707755,0.70777,0.707786,0.000015,0.000015
221.1,0.707754,0.70777,0.707785,0.000015,0.000015
221.15,0.707754,0.707769,0.707784,0.000015,0.000015
221.2,0.707753,0.707768,0.707783,0.000015,0.000015
221.25,0.707752,0.707767,0.707782,0.000015,0.000015
221.3,0.707751,0.707766,0.707781,0.000015,0.000015
221.35,0.70775,0.707765,0.70778,0.000015,0.000015
221.4,0.707749,0.707764,0.707779,0.000015,0.000015
221.45,0.707748,0.707763,0.707778,0.000015,0.000015
221.5,0.707747,0.707762,0.707777,0.000015,0.000015
221.55,0.707746,0.707761,0.707777,0.000015,0.000015
221.6,0.707745,0.707761,0.707776,0.000015,0.000015
221.65,0.707745,0.70776,0.707775,0.000015,0.000015
221.7,0.707744,0.707759,0.707774,0.000015,0.000015
221.75,0.707743,0.707758,0.707773,0.000015,0.000015
221.8,0.707742,0.707757,0.707772,0.000015,0.000015
221.85,0.707741,0.707756,0.707771,0.000015,0.000015
221.9,0.70774,0.707755,0.70777,0.000015,0.000015
221.95,0.707739,0.707754,0.707769,0.000015,0.000015
222,0.707738,0.707753,0.707769,0.000015,0.000015
222.05,0.707737,0.707753,0.707768,0.000015,0.000015
222.1,0.707737,0.707752,0.707767,0.000015,0.000015
222.15,0.707736,0.707751,0.707766,0.000015,0.000015
222.2,0.707735,0.70775,0.707765,0.000015,0.000015
222.25,0.707734,0.707749,0.707764,0.000015,0.000015
222.3,0.707733,0.707748,0.707763,0.000015,0.000015
222.35,0.707732,0.707747,0.707762,0.000015,0.000015
222.4,0.707731,0.707747,0.707762,0.000015,0.000015
222.45,0.707731,0.707746,0.707761,0.000015,0.000015
222.5,0.70773,0.707745,0.70776,0.000015,0.000015
222.55,0.707729,0.707744,0.707759,0.000015,0.000015
222.6,0.707728,0.707743,0.707758,0.000015,0.000015
222.65,0.707727,0.707742,0.707758,0.000015,0.000015
222.7,0.707727,0.707742,0.707757,0.000015,0.000015
222.75,0.707726,0.707741,0.707756,0.000015,0.000015
222.8,0.707725,0.70774,0.707755,0.000015,0.000015
